"","gene","mean_HNSC","mean_LUSC","mean_HNSC_minus_mean_LUSC","p","p.adj"
"67","KCNAB2",0.568016795846166,0.540552261657163,0.0274645341890032,0.000368350556115543,0.0021655333851538
"68","CHD5",0.613599125484118,0.643101700233043,-0.0295025747489249,0.000449481607254174,0.0021655333851538
"69","RPL22",0.767788254884322,0.827800918942549,-0.0600126640582269,9.77883952127435e-05,0.0021655333851538
"70","RNF207",0.497931403613226,0.554201667001988,-0.0562702633887623,0.000386158939435403,0.0021655333851538
"71","ICMT",0.839672908498945,0.864044690559548,-0.0243717820606016,0.000714079556768368,0.0021655333851538
"72","HES3",0.360159048312533,0.285722346085046,0.0744367022274865,0.000323037390151179,0.0021655333851538
"73","GPR153",0.879966919332321,0.829341182819024,0.0506257365132973,0.00155650389582699,0.0021655333851538
"74","ACOT7",0.625381296110196,0.679862342382923,-0.054481046272727,9.34331270300663e-05,0.0021655333851538
"75","HES2",0.260254690130669,0.29465771700744,-0.0344030268767714,0.00040819182846315,0.0021655333851538
"76","ESPN",0.539415083727771,0.522408058416196,0.0170070253115747,0.000252052597221079,0.0021655333851538
"77","TNFRSF25",0.692501003297464,0.63064364015127,0.0618573631461947,9.03511912432756e-05,0.0021655333851538
"78","PLEKHG5",0.491253570123613,0.509593901065533,-0.0183403309419198,0.000204909339694936,0.0021655333851538
"79","NOL9",0.695444027834958,0.734646155949037,-0.0392021281140783,0.000542327883321334,0.0021655333851538
"80","TAS1R1",0.447582953444896,0.521518824108426,-0.0739358706635299,1.26024845241149e-06,0.0021655333851538
"81","KLHL21",0.548402125648665,0.621343575232935,-0.0729414495842699,2.11657296314257e-05,0.0021655333851538
"82","PHF13",0.932370921269198,0.908230266613488,0.0241406546557106,1.86980434410976e-07,0.0021655333851538
"83","THAP3",0.270141482961663,0.236572067990956,0.0335694149707065,4.22692886927234e-05,0.0021655333851538
"84","DNAJC11",0.0470763325046538,0.0420670207175505,0.00500931178710327,0.00172051023367293,0.0021655333851538
"85","CAMTA1",0.520557987510444,0.507800924840213,0.0127570626702305,0.000531836176121958,0.0021655333851538
"86","VAMP3",0.0640563742839532,0.0540691845448236,0.00998718973912965,0.000234436702999204,0.0021655333851538
"87","UTS2",0.69761145958223,0.774496378119849,-0.076884918537619,0.000361026776484092,0.0021655333851538
"88","ERRFI1",0.742698526403277,0.679152101491441,0.0635464249118353,0.00153061244197052,0.0021655333851538
"89","RP11-431K24.1",0.815137721628079,0.892260792627932,-0.0771230709998536,0.000290340690937108,0.0021655333851538
"90","SLC45A1",0.784537090678859,0.860928605456891,-0.0763915147780322,0.000219962576702658,0.0021655333851538
"91","RERE",0.67054435445934,0.621724646795915,0.0488197076634255,0.0003293523823532,0.0021655333851538
"92","RP11-185B14.1",0.12065371044876,0.140351168887892,-0.0196974584391326,1.13501524806794e-06,0.0021655333851538
"93","CA6",0.687853314590904,0.786557309171762,-0.0987039945808585,0.000417027376259622,0.0021655333851538
"94","SLC2A7",0.661627517344706,0.749113580540192,-0.087486063195486,0.000416255873822451,0.0021655333851538
"95","SLC2A5",0.426637075150024,0.513176948343815,-0.0865398731937911,0.000111360292976015,0.0021655333851538
"96","GPR157",0.240105186907751,0.23045503706491,0.00965014984284151,0.000319943948368345,0.0021655333851538
"97","MIR34A",0.753723734427335,0.721979568479117,0.0317441659482181,0.000151119381417144,0.0021655333851538
"98","RP3-510D11.2",0.0991574342576956,0.0886730086138009,0.0104844256438948,0.000216117037396033,0.0021655333851538
"99","RP3-510D11.1",0.272775418638447,0.329852093289304,-0.0570766746508573,0.000690187815819564,0.0021655333851538
"100","H6PD",0.676262438800051,0.682994999452506,-0.00673256065245513,7.55924054664469e-06,0.0021655333851538
"101","SPSB1",0.581094364529612,0.625597957915937,-0.044503593386325,6.46413704932169e-05,0.0021655333851538
"102","TMEM201",0.927449138244995,0.874365345246942,0.0530837929980526,6.40974574637775e-05,0.0021655333851538
"103","PIK3CD",0.623863765826304,0.699473788709742,-0.0756100228834374,9.41189773075661e-05,0.0021655333851538
"104","CLSTN1",0.571846137497535,0.66011644346573,-0.0882703059681946,5.18631358646629e-08,0.0021655333851538
"105","AL357140.1",0.515526377843017,0.629100388882906,-0.113574011039889,8.37784482385637e-07,0.0021655333851538
"106","CTNNBIP1",0.510294501544931,0.520016674806719,-0.00972217326178735,1.00624063348545e-05,0.0021655333851538
"107","UBE4B",0.382259116385786,0.384441217533102,-0.00218210114731607,0.000113084714493255,0.0021655333851538
"108","KIF1B",0.605191721519569,0.530907294795361,0.074284426724208,8.47997918069749e-07,0.0021655333851538
"109","PGD",0.524741124754043,0.467342684286545,0.0573984404674977,7.15633567624317e-05,0.0021655333851538
"110","PEX14",0.592257681606733,0.566799388050304,0.0254582935564289,0.000106606543111988,0.0021655333851538
"111","CASZ1",0.623992035254914,0.675196501833232,-0.0512044665783183,0.000275527619239274,0.0021655333851538
"112","C1orf127",0.756828240978287,0.82434457358946,-0.0675163326111735,0.000230317277694887,0.0021655333851538
"113","MASP2",0.7016207170775,0.782852738728032,-0.0812320216505313,2.38847380334506e-05,0.0021655333851538
"114","MTOR",0.704213646550446,0.755820204957112,-0.0516065584066672,0.000206995367018112,0.0021655333851538
"115","PTCHD2",0.33267866574001,0.267142821216027,0.0655358445239833,0.000292493959519964,0.0021655333851538
"116","MAD2L2",0.23138041780987,0.260236437570344,-0.0288560197604739,0.000417952507490785,0.0021655333851538
"117","DRAXIN",0.310304264904098,0.283458305235669,0.0268459596684284,6.78422777941512e-05,0.0021655333851538
"118","C1orf167",0.610110713892484,0.668197006780648,-0.0580862928881648,4.9239652377389e-05,0.0021655333851538
"119","NPPA",0.602952429380563,0.541511527260472,0.0614409021200909,0.000185766244952016,0.0021655333851538
"120","NPPB",0.337804431327344,0.302162357576802,0.0356420737505412,0.000836763577171065,0.0021655333851538
"121","PLOD1",0.0589546328348908,0.0418757658167665,0.0170788670181243,0.000337416258998552,0.0021655333851538
"122","TNFRSF8",0.374207528227188,0.354384661894223,0.0198228663329651,0.000156009420822499,0.0021655333851538
"123","TNFRSF1B",0.689748788779069,0.790495912474768,-0.100747123695699,5.93709074899146e-05,0.0021655333851538
"124","VPS13D",0.757421340007847,0.71422885674179,0.0431924832660562,7.27738963159028e-05,0.0021655333851538
"125","DHRS3",0.406305858252618,0.36629325904885,0.0400125992037675,0.00023198996386232,0.0021655333851538
"126","RP11-474O21.5",0.0702121303215137,0.0619256287470564,0.00828650157445735,4.55900028055081e-05,0.0021655333851538
"127","AADACL4",0.625392832602731,0.750281691255315,-0.124888858652584,7.01703316489232e-06,0.0021655333851538
"128","PRAMEF12",0.510421552927651,0.597760055008296,-0.0873385020806451,0.000207956885792677,0.0021655333851538
"129","SCARNA11",0.769524047414831,0.827622244471615,-0.0580981970567841,0.000626034034523012,0.0021655333851538
"130","PRDM2",0.629471215123638,0.637250938592225,-0.0077797234685873,0.000580053060563019,0.0021655333851538
"131","KAZN",0.681709332480882,0.679755439036462,0.00195389344441925,0.000341083997149915,0.0021655333851538
"132","TMEM51-AS1",0.831289917225487,0.864054546392594,-0.0327646291671069,0.0012493716451203,0.0021655333851538
"133","TMEM51",0.778279120442673,0.7211270473258,0.0571520731168731,0.000801396664230173,0.0021655333851538
"134","FHAD1",0.42568912670697,0.500054172767874,-0.0743650460609041,0.000394830969406335,0.0021655333851538
"135","RP3-467K16.4",0.55250428991616,0.676692533676944,-0.124188243760784,0.000203156054878083,0.0021655333851538
"136","CTRC",0.591564895285268,0.683942588791124,-0.0923776935058559,0.000187148045833792,0.0021655333851538
"137","FBLIM1",0.539855873232398,0.574433755291852,-0.0345778820594543,3.50049102128028e-05,0.0021655333851538
"138","UQCRHL",0.715037881170402,0.821330526960245,-0.106292645789843,0.00107064889532785,0.0021655333851538
"139","SPEN",0.632922001047728,0.576919744584201,0.0560022564635271,0.0014988060524563,0.0021655333851538
"140","ZBTB17",0.249572346124575,0.29697936060817,-0.0474070144835946,0.000394973214983343,0.0021655333851538
"141","C1orf64",0.736361766334657,0.809054471904031,-0.0726927055693736,0.000185188040675096,0.0021655333851538
"142","HSPB7",0.842461603255214,0.943439726268785,-0.10097812301357,0.000445833003882094,0.0021655333851538
"143","FAM131C",0.627122652836781,0.726410569416464,-0.0992879165796831,9.51303210712999e-06,0.0021655333851538
"144","EPHA2",0.572261051618446,0.672555990401094,-0.100294938782648,6.63103443849546e-08,0.0021655333851538
"145","RP11-276H7.3",0.496619224073656,0.584298840471244,-0.087679616397588,3.78750494569631e-06,0.0021655333851538
"146","ARHGEF19",0.6593411457648,0.731426984605513,-0.0720858388407135,6.80840009804454e-05,0.0021655333851538
"147","ANO7P1",0.157437733436631,0.237357439551458,-0.0799197061148278,0.00016078354204072,0.0021655333851538
"148","RSG1",0.433861354913679,0.519157428953629,-0.0852960740399504,0.000438359939936606,0.0021655333851538
"149","SZRD1",0.811355951542147,0.765252746931914,0.0461032046102329,2.42670320229736e-06,0.0021655333851538
"150","SPATA21",0.620938842922868,0.735087740115325,-0.114148897192457,8.55772174033348e-06,0.0021655333851538
"151","NECAP2",0.575981495590032,0.649697004594112,-0.07371550900408,3.36619382233172e-06,0.0021655333851538
"152","NBPF1",0.0733468579887598,0.0674406818292435,0.00590617615951611,0.000545469257526507,0.0021655333851538
"153","ESPNP",0.460462693568949,0.542805889342661,-0.0823431957737137,4.85695265184009e-05,0.0021655333851538
"154","CROCC",0.493727845339628,0.421336091722925,0.0723917536167028,0.000413999977171529,0.0021655333851538
"155","MFAP2",0.715685115143751,0.768664873726552,-0.0529797585828008,0.00040819182846315,0.0021655333851538
"156","SDHB",0.526315427149532,0.651475052360057,-0.125159625210525,1.81955542721116e-09,0.0021655333851538
"157","PADI2",0.459719669378231,0.46645656447452,-0.00673689509628854,0.000214524793628695,0.0021655333851538
"158","RP11-380J14.1",0.625712673154382,0.720411486188206,-0.0946988130338243,0.000138532667880211,0.0021655333851538
"159","PADI1",0.540138042270038,0.612726576199694,-0.0725885339296556,0.000460368214341727,0.0021655333851538
"160","PADI3",0.410340383218145,0.463486277850441,-0.0531458946322957,0.000345284041761734,0.0021655333851538
"161","PADI4",0.481364400660772,0.55546393979399,-0.074099539133218,0.000422338032224594,0.0021655333851538
"162","PADI6",0.516953723267183,0.587555795427341,-0.0706020721601577,0.00041771426687834,0.0021655333851538
"163","RCC2",0.642815468138048,0.61073842179639,0.0320770463416578,0.0003294720965499,0.0021655333851538
"164","ARHGEF10L",0.638168406560491,0.709620608889628,-0.071452202329137,0.000271602185828003,0.0021655333851538
"165","ACTL8",0.636319426430995,0.548449550248504,0.0878698761824916,8.627753954731e-05,0.0021655333851538
"166","IGSF21",0.380555747288872,0.373956730840851,0.00659901644802055,0.000259901619482476,0.0021655333851538
"167","KLHDC7A",0.58866686871214,0.655820938142345,-0.0671540694302059,3.45157569691661e-05,0.0021655333851538
"168","PAX7",0.486617316924826,0.505863850123596,-0.0192465331987699,0.000790347330438564,0.0021655333851538
"169","IFFO2",0.39256734276121,0.449887222248377,-0.0573198794871667,0.000190680595968935,0.0021655333851538
"170","RP5-1126H10.2",0.485217543022239,0.579398543910879,-0.0941810008886398,3.57730187451445e-11,0.0021655333851538
"171","AKR7L",0.56706071272031,0.511917578868508,0.0551431338518028,0.000200834452420328,0.0021655333851538
"172","AKR7A2",0.627410984774627,0.663511663948937,-0.0361006791743106,0.0015630394734045,0.0021655333851538
"173","CAPZB",0.809704081606691,0.798562094587007,0.0111419870196841,0.000221083360457657,0.0021655333851538
"174","HTR6",0.365098384802158,0.392341221422192,-0.0272428366200344,0.00051698494337727,0.0021655333851538
"175","TMCO4",0.716659704595988,0.775084338102711,-0.0584246335067237,0.000429335475182652,0.0021655333851538
"176","OTUD3",0.127575181422885,0.102118847124213,0.0254563342986714,6.82328753847074e-05,0.0021655333851538
"177","PLA2G2E",0.760502343044809,0.857155852086651,-0.0966535090418414,0.000634507930688221,0.0021655333851538
"178","PLA2G2A",0.567097543098444,0.648976956838645,-0.0818794137402008,0.000455824132919624,0.0021655333851538
"179","PLA2G5",0.761545075084892,0.703096268936431,0.0584488061484609,9.37631097904574e-11,0.0021655333851538
"180","PLA2G2F",0.450799799472467,0.501278695523184,-0.0504788960507181,0.000661827437262951,0.0021655333851538
"181","UBXN10",0.479025081399302,0.563877449455873,-0.0848523680565707,3.46709685242801e-06,0.0021655333851538
"182","LINC01141",0.331462692279297,0.274650496287864,0.056812195991433,0.000181548657586559,0.0021655333851538
"183","CAMK2N1",0.656469271630678,0.603375549085517,0.0530937225451613,0.000100043395049105,0.0021655333851538
"184","FAM43B",0.2851826002818,0.226477967139086,0.0587046331427135,0.000630855576314255,0.0021655333851538
"185","CDA",0.480200016132899,0.601038382433433,-0.120838366300533,1.95970626476535e-10,0.0021655333851538
"186","DDOST",0.0404980734622612,0.0318797901266305,0.00861828333563078,1.52459529644646e-05,0.0021655333851538
"187","KIF17",0.643960489266223,0.699034318502329,-0.0550738292361066,0.000251124811869169,0.0021655333851538
"188","SH2D5",0.570729091747385,0.647731422199391,-0.0770023304520058,0.000406788956471111,0.0021655333851538
"189","EIF4G3",0.91515406050899,0.92164671897173,-0.0064926584627386,6.40612002139226e-05,0.0021655333851538
"190","ECE1",0.549432577177807,0.539209445999824,0.010223131177983,0.000197030263302017,0.0021655333851538
"191","NBPF3",0.0346297741833059,0.0280345795488925,0.00659519463441337,0.000224577129385436,0.0021655333851538
"192","ALPL",0.355066178943873,0.382246973091746,-0.0271807941478736,0.000232957362128779,0.0021655333851538
"193","RP11-63N8.3",0.245688728689276,0.290770776083523,-0.0450820473942476,0.00150511819582202,0.0021655333851538
"194","RAP1GAP",0.557843211095306,0.622070423358207,-0.0642272122629009,0.000410550856117252,0.0021655333851538
"195","USP48",0.857958640054551,0.809150390752605,0.0488082493019457,0.000673548675334807,0.0021655333851538
"196","LDLRAD2",0.518898844753997,0.60423971530151,-0.085340870547513,2.80069187974893e-06,0.0021655333851538
"197","HSPG2",0.537028613470827,0.594524602742827,-0.057495989272,0.000252630770729067,0.0021655333851538
"198","CELA3B",0.511454257055875,0.570279345929535,-0.0588250888736601,3.67767220469759e-06,0.0021655333851538
"199","WNT4",0.488090898205775,0.539367020970436,-0.0512761227646609,0.000123205551367017,0.0021655333851538
"200","ZBTB40",0.836110091922164,0.802554446643297,0.033555645278867,9.88791594439153e-05,0.0021655333851538
"201","EPHA8",0.126846940503253,0.0973965798753674,0.0294503606278856,1.08700797959573e-06,0.0021655333851538
"202","C1QA",0.393264538912931,0.45416295485291,-0.0608984159399785,0.000209969349984658,0.0021655333851538
"203","C1QC",0.969478601523642,0.941304443204254,0.0281741583193883,0.00125470838521593,0.0021655333851538
"204","C1QB",0.52814387997067,0.586185110299881,-0.0580412303292113,0.000865228072812031,0.0021655333851538
"205","EPHB2",0.559318929080527,0.611322429506349,-0.0520035004258216,0.000382626137306459,0.0021655333851538
"206","LACTBL1",0.483104428332105,0.440058834214224,0.0430455941178811,0.000783841663117653,0.0021655333851538
"207","C1orf234",0.63768407295194,0.731022192652284,-0.0933381197003443,1.64171887559555e-08,0.0021655333851538
"208","KDM1A",0.0682451489298195,0.0632746720274035,0.00497047690241598,0.000768298347096335,0.0021655333851538
"209","LUZP1",0.200414737301996,0.242575563834668,-0.0421608265326718,0.000844751181550962,0.0021655333851538
"210","HTR1D",0.535540005702898,0.622737807297807,-0.0871978015949089,4.9606316216145e-05,0.0021655333851538
"211","HNRNPR",0.064212024965296,0.0583582247581472,0.00585380020714882,0.000715719523252015,0.0021655333851538
"212","TCEA3",0.111264257266652,0.0931922979491404,0.018071959317512,0.000298669896071798,0.0021655333851538
"213","ASAP3",0.639291075329833,0.753800203650085,-0.114509128320251,1.48636099400765e-08,0.0021655333851538
"214","E2F2",0.06692152592934,0.0890428571595275,-0.0221213312301875,8.55768641013558e-06,0.0021655333851538
"215","ID3",0.0837641058165246,0.069111028477652,0.0146530773388726,5.7854283508834e-05,0.0021655333851538
"216","MDS2",0.446767511679729,0.518867760461511,-0.072100248781782,0.000122572870321966,0.0021655333851538
"217","TCEB3",0.53931681779198,0.48109560789735,0.0582212098946305,0.000248334226281402,0.0021655333851538
"218","GALE",0.470466282083365,0.493504871661866,-0.0230385895785008,3.66573433732168e-05,0.0021655333851538
"219","FUCA1",0.0823091958155086,0.0753954572050101,0.00691373861049853,0.000137387486249893,0.0021655333851538
"220","CNR2",0.408672079110716,0.48872295950233,-0.080050880391614,9.94932816185027e-05,0.0021655333851538
"221","PNRC2",0.075111501159871,0.0662080029064908,0.00890349825338023,0.00126544506420888,0.0021655333851538
"222","SRSF10",0.102871998780535,0.0754738795703206,0.0273981192102147,7.21225118622772e-06,0.0021655333851538
"223","MYOM3",0.390492030131063,0.516495431397145,-0.126003401266082,2.61876679336897e-14,0.0021655333851538
"224","IL22RA1",0.920360280223346,0.828781511612997,0.0915787686103493,1.70954785536837e-14,0.0021655333851538
"225","STPG1",0.389546656707182,0.457843177233559,-0.0682965205263766,1.45483734682864e-07,0.0021655333851538
"226","NIPAL3",0.549729129965138,0.63057066221013,-0.0808415322449925,3.59201106769462e-06,0.0021655333851538
"227","RCAN3",0.371948518507514,0.326884651135038,0.0450638673724767,0.000217638370075186,0.0021655333851538
"228","CLIC4",0.629057440721553,0.6679716976011,-0.0389142568795474,0.000217284421451299,0.0021655333851538
"229","RUNX3",0.361301261418485,0.420050645199006,-0.0587493837805212,0.000302230738507344,0.0021655333851538
"230","MIR4425",0.120892707694144,0.166408219793989,-0.0455155120998451,0.000250854695260717,0.0021655333851538
"231","SYF2",0.0820339165545877,0.0689074535714789,0.0131264629831088,0.000757292599730969,0.0021655333851538
"232","RHCE",0.767654878126591,0.874520005816664,-0.106865127690073,2.46148581544911e-07,0.0021655333851538
"233","LDLRAP1",0.473327820557381,0.529974324138638,-0.0566465035812572,0.000135382197948391,0.0021655333851538
"234","RP11-70P17.1",0.689612649341718,0.815429597492871,-0.125816948151153,1.39805446241986e-07,0.0021655333851538
"235","MAN1C1",0.614790115792534,0.689905368658333,-0.0751152528657989,0.00016163961922923,0.0021655333851538
"236","PAQR7",0.376933885324177,0.43302145325024,-0.0560875679260626,0.00022322376575626,0.0021655333851538
"237","STMN1",0.619985636803292,0.689393779644108,-0.0694081428408168,0.000159998863672192,0.0021655333851538
"238","EXTL1",0.352356887034497,0.399916638199163,-0.0475597511646659,0.000196501430031637,0.0021655333851538
"239","SLC30A2",0.486498822942488,0.511111746613236,-0.0246129236707475,0.000886358283083423,0.0021655333851538
"240","TRIM63",0.57090200074234,0.647041469876921,-0.0761394691345817,9.32121682159876e-05,0.0021655333851538
"241","PDIK1L",0.137893850752792,0.130104346941645,0.00778950381114747,0.000981867889779659,0.0021655333851538
"242","FAM110D",0.507757442506739,0.584093539465637,-0.0763360969588991,6.85501567204178e-06,0.0021655333851538
"243","ZNF593",0.255688307352524,0.290598380209284,-0.0349100728567598,0.000448998092890121,0.0021655333851538
"244","RP11-231P20.2",0.622358288029729,0.704825933592938,-0.0824676455632096,0.00012381905660246,0.0021655333851538
"245","CEP85",0.96672478577807,0.960965783000739,0.00575900277733155,0.000492648848050896,0.0021655333851538
"246","UBXN11",0.0764094041155226,0.103558666461582,-0.0271492623460599,9.21426036266341e-05,0.0021655333851538
"247","ZNF683",0.607396726033504,0.707734865850612,-0.100338139817108,0.000121219167643034,0.0021655333851538
"248","LIN28A",0.29485488867029,0.221448480752321,0.0734064079179694,0.000853923638983583,0.0021655333851538
"249","DHDDS",0.542989407894094,0.593839588726925,-0.0508501808328309,0.000223502869593055,0.0021655333851538
"250","RPS6KA1",0.605336879270178,0.572018302127103,0.0333185771430744,0.00150511819582202,0.0021655333851538
"251","RP5-968P14.2",0.0265254717035565,0.0206296326396525,0.00589583906390397,0.00148625487001063,0.0021655333851538
"252","ARID1A",0.289375416468688,0.263667884781643,0.025707531687044,0.000210720810611382,0.0021655333851538
"253","RN7SL165P",0.801848527327118,0.886443819160421,-0.0845952918333035,2.36922883716446e-06,0.0021655333851538
"254","ZDHHC18",0.709848955948808,0.653635467250726,0.0562134886980826,7.93632501032218e-05,0.0021655333851538
"255","SFN",0.439857923458905,0.483312704796462,-0.0434547813375579,0.000815405448228484,0.0021655333851538
"256","GPN2",0.0533864153306311,0.0485299505477132,0.00485646478291796,0.000711270093912476,0.0021655333851538
"257","GPATCH3",0.683834993725456,0.787960919354935,-0.10412592562948,5.78627213983531e-10,0.0021655333851538
"258","NUDC",0.0571201143815318,0.050745073538802,0.00637504084272977,7.67553203373792e-05,0.0021655333851538
